comment_id,comment_text_original,video_id,brand_or_video_context,human_label,sentiment_target,complaint_scope,source_version,sample_role_original,sample_role_final,human_label_source,annotator_agreement_status,adjudication_status,is_synthetic,is_locked_test_v2,is_locked_test_v2_observational,included_in_training,exclusion_reason,username,username_norm,video_id_dataset,product_category,comment_type,timestamp,text_dataset,is_hcc,question,emoji,negation,slang,code_mixing,very_short,mixed_sentiment,text_minimal_raw,text_social_normalized
7340244606807933702,"ini purging atau breakout ka?,saran di lanjut apa di stop",7237379067773766917,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,rchrnnsy,rchrnnsy,7237379067773766917,azarine_retinol,reply,2024-02-27T11:38:10+00:00,"ini purging atau breakout ka?,saran di lanjut apa di stop",False,True,False,False,False,False,False,False,"ini purging atau breakout ka?,saran di lanjut apa di stop","ini purging atau breakout ka?,saran di lanjut apa di stop"
7263057602950693637,"Tanda perlu upgrade gmna ya? Baru mau coba yg smooth.. umur 27, tipkul kering",7237379067773766917,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,reviewjujur_ip9284,reviewjujur_ip9284,7237379067773766917,azarine_retinol,main,2023-08-03T11:33:14+00:00,"Tanda perlu upgrade gmna ya? Baru mau coba yg smooth.. umur 27, tipkul kering",True,True,False,False,True,False,False,False,"Tanda perlu upgrade gmna ya? Baru mau coba yg smooth.. umur 27, tipkul kering","tanda perlu upgrade gmna ya? baru mau coba yg smooth. umur 27, tipkul kering"
7385454151532036870,pemula aman ga pakek retinol dari azzarin yang retinol complex?,7237379067773766917,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,kylaaa0102,kylaaa0102,7237379067773766917,azarine_retinol,reply,2024-06-28T07:34:16+00:00,pemula aman ga pakek retinol dari azzarin yang retinol complex?,False,True,False,True,True,False,False,False,pemula aman ga pakek retinol dari azzarin yang retinol complex?,pemula aman ga pakek retinol dari azzarin yang retinol complex?
7322418149794071301,"kalo moisturizer nya pake apa kak? rekomen dong, aku pake moist skingame daily kok finish masih ngerasa lengket",7237379067773766917,azarine_retinol,Negative,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,racunbychanss,racunbychanss,7237379067773766917,azarine_retinol,reply,2024-01-10T10:42:24+00:00,"kalo moisturizer nya pake apa kak? rekomen dong, aku pake moist skingame daily kok finish masih ngerasa lengket",False,True,False,False,True,False,False,False,"kalo moisturizer nya pake apa kak? rekomen dong, aku pake moist skingame daily kok finish masih ngerasa lengket","kalo moisturizer nya pake apa kak? rekomen dong, aku pake moist skingame daily kok finish masih ngerasa lengket"
7587090378680926993,"Cii, kulitku oily-combi, sensitif, bruntusan, jerawat hormonal, pori2 besar, PIE, dan PIH. Aku pakai Bioderma Sensibio Micellar Water, Skin1004 Ampoule Foam, Skin1004 Ampoule Pink, Purito Centella Wonderleaf Toner/Numbuzin No. 1 Toner, Purito Bamboo Panthenol Moisturizer, Skin1004 Hyalu-Cica Sunserum, dan seminggu sekali pakai wash-off mask Mugwort Mask I’m From itu aman gak Cii? cc @azarineskincare",7586827398084136200,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,kulitcerah_ct92565,kulitcerah_ct92565,7586827398084136200,azarine_retinol,main,2025-12-29T08:16:59+00:00,"Cii, kulitku oily-combi, sensitif, bruntusan, jerawat hormonal, pori2 besar, PIE, dan PIH. Aku pakai Bioderma Sensibio Micellar Water, Skin1004 Ampoule Foam, Skin1004 Ampoule Pink, Purito Centella Wonderleaf Toner/Numbuzin No. 1 Toner, Purito Bamboo Panthenol Moisturizer, Skin1004 Hyalu-Cica Sunserum, dan seminggu sekali pakai wash-off mask Mugwort Mask I’m From itu aman gak Cii? cc @azarineskincare",True,True,True,True,True,False,False,False,"Cii, kulitku oily-combi, sensitif, bruntusan, jerawat hormonal, pori2 besar, PIE, dan PIH. Aku pakai Bioderma Sensibio Micellar Water, Skin1004 Ampoule Foam, Skin1004 Ampoule Pink, Purito Centella Wonderleaf Toner/Numbuzin No. 1 Toner, Purito Bamboo Panthenol Moisturizer, Skin1004 Hyalu-Cica Sunserum, dan seminggu sekali pakai wash-off mask Mugwort Mask I’m From itu aman gak Cii? cc @azarineskincare","cii, kulitku oily-combi, sensitif, bruntusan, jerawat hormonal, pori2 besar, pie, dan pih. aku pakai bioderma sensibio micellar water, skin1004 ampoule foam, skin1004 ampoule pink, purito centella wonderleaf toner/numbuzin no. 1 toner, purito bamboo panthenol moisturizer, skin1004 hyalu-cica sunserum, dan seminggu sekali pakai wash-off mask mugwort mask i’m from itu aman gak cii? cc USERMENTION"
7586898483333546760,"hai cii, ak pengikut baru🙌
Tolong bantu ak cii,
type kulit wajah aku berminyak tapi ngga berlebihan, komedoan, gradakan, ada bruntusan kecil², dan jg jerawat muncul 1 atau 2 ....
tolong bantu rekomendasiin ak harus pakai apa aja cii? step bay step nya apa aja, ak mau mulai dari awal ngerawat wajah aku😞",7586827398084136200,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,adjudicated_disagreement,adjudicated,False,False,False,True,,zaramisu.ae,zaramisu.ae,7586827398084136200,azarine_retinol,main,2025-12-23T04:01:10+00:00,"hai cii, ak pengikut baru🙌
Tolong bantu ak cii,
type kulit wajah aku berminyak tapi ngga berlebihan, komedoan, gradakan, ada bruntusan kecil², dan jg jerawat muncul 1 atau 2 ....
tolong bantu rekomendasiin ak harus pakai apa aja cii? step bay step nya apa aja, ak mau mulai dari awal ngerawat wajah aku😞",False,True,True,True,True,False,False,True,"hai cii, ak pengikut baru🙌 Tolong bantu ak cii, type kulit wajah aku berminyak tapi ngga berlebihan, komedoan, gradakan, ada bruntusan kecil², dan jg jerawat muncul 1 atau 2 .... tolong bantu rekomendasiin ak harus pakai apa aja cii? step bay step nya apa aja, ak mau mulai dari awal ngerawat wajah aku😞","hai cii, ak pengikut baru🙌 tolong bantu ak cii, type kulit wajah aku berminyak tapi ngga berlebihan, komedoan, gradakan, ada bruntusan kecil², dan jg jerawat muncul 1 atau 2 . tolong bantu rekomendasiin ak harus pakai apa aja cii? step bay step nya apa aja, ak mau mulai dari awal ngerawat wajah aku😞"
7586967063266165512,hylucica sun serum tutup biru bukanny untuk kulit yg kering ya ci? kulit wajah ak tu berminyak tapi ngga terlalu berminyak cii,7586827398084136200,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,zaramisu.ae,zaramisu.ae,7586827398084136200,azarine_retinol,reply,2025-12-23T08:27:20+00:00,hylucica sun serum tutup biru bukanny untuk kulit yg kering ya ci? kulit wajah ak tu berminyak tapi ngga terlalu berminyak cii,False,True,False,True,True,True,False,True,hylucica sun serum tutup biru bukanny untuk kulit yg kering ya ci? kulit wajah ak tu berminyak tapi ngga terlalu berminyak cii,hylucica sun serum tutup biru bukanny untuk kulit yg kering ya ci? kulit wajah ak tu berminyak tapi ngga terlalu berminyak cii
7586883949931430677,"Clensing oil: skin0004 centella
Sunscreen: skin0004 hyalu cica
Moisturizer: skin0004 shooting cream centella
+skin1004 ampoule centella
Sabun: skin0004 foam centella. (3mingguan pemakaian malah gini, apa ga cocok ya ce) cc @azarineskincare",7586827398084136200,azarine_retinol,Negative,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,racun_ip2774,racun_ip2774,7586827398084136200,azarine_retinol,main,2025-12-23T03:04:46+00:00,"Clensing oil: skin0004 centella
Sunscreen: skin0004 hyalu cica
Moisturizer: skin0004 shooting cream centella
+skin1004 ampoule centella
Sabun: skin0004 foam centella. (3mingguan pemakaian malah gini, apa ga cocok ya ce) cc @azarineskincare",True,True,False,True,True,True,False,False,"Clensing oil: skin0004 centella Sunscreen: skin0004 hyalu cica Moisturizer: skin0004 shooting cream centella +skin1004 ampoule centella Sabun: skin0004 foam centella. (3mingguan pemakaian malah gini, apa ga cocok ya ce) cc @azarineskincare","clensing oil: skin0004 centella sunscreen: skin0004 hyalu cica moisturizer: skin0004 shooting cream centella +skin1004 ampoule centella sabun: skin0004 foam centella. (3mingguan pemakaian malah gini, apa ga cocok ya ce) cc USERMENTION"
7586911315824231188,"ci aku udah terapin pake yg cici rekomendasi
fw:facerinna biru
serum ampoule pink
moist: facetology panthenol 5% aku tambahin soothing cream khusus malam, facetology aku pakai pagi
ss aku skip kemaren sempet pake labore yg phisycal sunscreen tapi ga cocok diaku malah kering + numbuh close komedo jadi banyak, jadi sekarang gapake sunscreen.
terus kemaren sebelum aku pake yg cici rekomen muka aku lumayan parah bruntusan yg bener bener banyak banget dibagian pipi, dagu, jidat, sekarang better sisa kemerahan + kusam terus bagian hidung ada komedo hitam gitu ci, saran cici gimana aku harus pake apalagi selain itu, atau udah cukup terapin itu dulu aja?",7586827398084136200,azarine_retinol,Positive,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,adjudicated_disagreement,adjudicated,False,False,False,True,,ccipabella,ccipabella,7586827398084136200,azarine_retinol,reply,2025-12-23T04:51:02+00:00,"ci aku udah terapin pake yg cici rekomendasi
fw:facerinna biru
serum ampoule pink
moist: facetology panthenol 5% aku tambahin soothing cream khusus malam, facetology aku pakai pagi
ss aku skip kemaren sempet pake labore yg phisycal sunscreen tapi ga cocok diaku malah kering + numbuh close komedo jadi banyak, jadi sekarang gapake sunscreen.
terus kemaren sebelum aku pake yg cici rekomen muka aku lumayan parah bruntusan yg bener bener banyak banget dibagian pipi, dagu, jidat, sekarang better sisa kemerahan + kusam terus bagian hidung ada komedo hitam gitu ci, saran cici gimana aku harus pake apalagi selain itu, atau udah cukup terapin itu dulu aja?",False,True,False,True,True,True,False,True,"ci aku udah terapin pake yg cici rekomendasi fw:facerinna biru serum ampoule pink moist: facetology panthenol 5% aku tambahin soothing cream khusus malam, facetology aku pakai pagi ss aku skip kemaren sempet pake labore yg phisycal sunscreen tapi ga cocok diaku malah kering + numbuh close komedo jadi banyak, jadi sekarang gapake sunscreen. terus kemaren sebelum aku pake yg cici rekomen muka aku lumayan parah bruntusan yg bener bener banyak banget dibagian pipi, dagu, jidat, sekarang better sisa kemerahan + kusam terus bagian hidung ada komedo hitam gitu ci, saran cici gimana aku harus pake apalagi selain itu, atau udah cukup terapin itu dulu aja?","ci aku udah terapin pake yg cici rekomendasi fw:facerinna biru serum ampoule pink moist: facetology panthenol 5% aku tambahin soothing cream khusus malam, facetology aku pakai pagi ss aku skip kemaren sempet pake labore yg phisycal sunscreen tapi ga cocok diaku malah kering + numbuh close komedo jadi banyak, jadi sekarang gapake sunscreen. terus kemaren sebelum aku pake yg cici rekomen muka aku lumayan parah bruntusan yg bener bener banyak banget dibagian pipi, dagu, jidat, sekarang better sisa kemerahan + kusam terus bagian hidung ada komedo hitam gitu ci, saran cici gimana aku harus pake apalagi selain itu, atau udah cukup terapin itu dulu aja?"
7587018714543080200,"ci aku udh 2bln lbih kyanya pkai saran cici, ampoul pink udh hbis yg 50ml skrng pkai yg 100ml udh tinggal 1/4 ,moist pkai minimalis b5, fw pakai minimalis oat. skrng jrng muncul jrwat,trs KLO ada jrwat aku ttol pkai moist CPT kempes nya, bekas jrwat lumyn pudar, cuma KLO siang keliatan kusam krna berminyak bgt area t-zone ,hrus di tmbh apa y kira"" ci",7586827398084136200,azarine_retinol,Positive,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,racun_ct2554,racun_ct2554,7586827398084136200,azarine_retinol,main,2025-12-29T01:10:18+00:00,"ci aku udh 2bln lbih kyanya pkai saran cici, ampoul pink udh hbis yg 50ml skrng pkai yg 100ml udh tinggal 1/4 ,moist pkai minimalis b5, fw pakai minimalis oat. skrng jrng muncul jrwat,trs KLO ada jrwat aku ttol pkai moist CPT kempes nya, bekas jrwat lumyn pudar, cuma KLO siang keliatan kusam krna berminyak bgt area t-zone ,hrus di tmbh apa y kira"" ci",True,True,False,False,True,False,False,True,"ci aku udh 2bln lbih kyanya pkai saran cici, ampoul pink udh hbis yg 50ml skrng pkai yg 100ml udh tinggal 1/4 ,moist pkai minimalis b5, fw pakai minimalis oat. skrng jrng muncul jrwat,trs KLO ada jrwat aku ttol pkai moist CPT kempes nya, bekas jrwat lumyn pudar, cuma KLO siang keliatan kusam krna berminyak bgt area t-zone ,hrus di tmbh apa y kira"" ci","ci aku udh 2bln lbih kyanya pkai saran cici, ampoul pink udh hbis yg 50ml skrng pkai yg 100ml udh tinggal 1/4 ,moist pkai minimalis b5, fw pakai minimalis oat. skrng jrng muncul jrwat,trs klo ada jrwat aku ttol pkai moist cpt kempes nya, bekas jrwat lumyn pudar, cuma klo siang keliatan kusam krna berminyak bgt area t-zone ,hrus di tmbh apa y kira"" ci"
