path,sha256_before,classification,lfs_tracked
HCC.gephi,eeb2fabbccabdee0a1e920647cba11013196572b19d6d502db96d1d8f45a17a3,FROZEN_RESEARCH_ARTIFACT,False
HCC_Visone.graphmlz,9ef73bd4c37f690e0a87edefe87264dddafad262acfd83bd8b70a52a7fca329d,FROZEN_RESEARCH_ARTIFACT,False
Type Actor.gephi,df573eb6e5e7c5abd6f5435354a01a8a204796ea8b6b1a6fa0fc96adef02ece0,FROZEN_RESEARCH_ARTIFACT,False
config/individual_actor_registry.csv,debb299c4a4255793d7a31165e9aef319b79d613559d350c9fb24928f5bbd4d7,CANONICAL_INPUT,False
dataset.csv,7e0ea9cbc82243445cccea1a14ccb847c61235e932f754f5e1bc42e390df32da,CANONICAL_INPUT,False
output/gephi/gephi_hcc_edges.csv,5f41376b5f2a262fbf077f54b1914584824055934242f8c92efcae46dd0a2213,FROZEN_RESEARCH_ARTIFACT,False
output/gephi/gephi_hcc_nodes.csv,a87aedc3eac4d1ad2ea89bcbb5d9b9156c70aa20e26df5ad20946ab18b840bb0,FROZEN_RESEARCH_ARTIFACT,False
output/gephi/gephi_lcn_edges.csv,6b07f482a142d1151decd043cfd3cc465723491399642fc30882a567b7d2298b,FROZEN_RESEARCH_ARTIFACT,False
output/gephi/gephi_lcn_nodes.csv,4c18fa649771899e334ad53d6044031458f0822032cab54f229e1aa989643cd2,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/hcc_temporal_profile.csv,6b714d8852e78f5b2f4ab6d0793a359d2004b9d3747bd724d3081d4a70391ee3,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/hcc_weekday_hour_matrix.csv,f55b9ee6e1bd1da864737db4890be77cb5f2284aea3763ce5f46f001231a862c,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/hcc_weekday_summary.csv,6eefd74b88558ce01d660583ad0780eb6362c821138e84f883fd6fbe4aa5f917,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/temporal_data_quality_audit.csv,1d5fc8c78a0fad0eb4c046f5f6daa6b5741284fc3e3e30523fae217dd387e9c4,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/temporal_final_summary.csv,d7816889a4787681655f8d4d8133a82587887b85b54925674d1abd991a8f3542,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/temporal_method_parameters.csv,366e9f11c27a1ccc010da6ccfc1102e0ee8c9d620bfb39b008b5631199d2c3ce,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/temporal_scope_hour_summary.csv,849bb44f5478f9095f6d245b32eeec1dc0c7e1a00cb8b6cf92bf889d9971df79,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/temporal_scope_weekday_hour_summary.csv,4d8796c401be4428d099eda7d7982e1df7b9de86da879436c60e7cffed1b2679,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/tables/temporal_scope_weekday_summary.csv,48f7674e32f851b9e3dcba15d5c434575d76af4f615f0b38d900c72693478dd0,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/visualisasi/active_hcc_by_weekday_line.png,6d42940ed3e1c17e1f819063a482d4cba9ff7497ef2836fa42ab748756caba0d,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/visualisasi/temporal_scope_hour_lines.png,c73b16033c1457a3abb9f11f493a19509e3a5815d6402ae781f6ea0a6b8b7aaf,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/visualisasi/temporal_scope_weekday_hour_lines.png,c7348bc675eee423ec567b72d0f2069b0677a8441db8cabf92be667b09f9089b,FROZEN_RESEARCH_ARTIFACT,False
output/rm1_temporal/visualisasi/temporal_scope_weekday_lines.png,f0804b7fcba56c95ddebe8f2a71df263fdb2e525da51dd00a7225b359ed7e881,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_account_network_manifest.json,dc9ca51ff6b3563b54d42436b1a1d4fbfd844b4ff7a10c0ff57923f7b908283f,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_account_pairs.csv,5b64af89ded13e6a8cc1917b16ac9e7efe17d992ac959aeaf5d02dc2d7a75bdd,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_account_summary.csv,7d48ee51026cba5151c37d56c4196636e6c0c11368ed96932100798f4badb60e,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_by_evidence_combination.csv,1686ab0ce108c472a1f44c3b1c7bb9297d1bc1bb719d92df9ef57e7b8be7d885,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_by_hcc.csv,537a34051c7d3286d2a022869a429531047796189a641858b1e7c5d0477cad68,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_by_interaction_scope.csv,5f44f0bdd14bdaf10f04af77f441c08718185839e1054330404a3d0b94d77255,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_by_network_position.csv,576029aa050d26530eff7f6f35cd6472fccf94f04201fb34e4f41c7464dd48e7,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_integrity_report.csv,c180d6fe02c74dcc6a56bf504ad3b4bedb415a4d22410a2504805b13f38d4939,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_lcn_vs_pre_lcn.csv,1250c77b9fd871262d73b61cb1e2a4eb15d696f8533fcdffc3cb1356c07bfabc,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/account_interaction/community_mass_weight_distribution.csv,0d7b9fc73cda43cae135c6da7704a2dfcb4fc96b604f2851b60de1d3207b768d,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/audit/actor_type_gephi_cleaning_audit.csv,4904e6c6d6e92cda89faba8f31f7d01400edda423e2915b9f55cfb347f2de79d,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_actor_type_edges.csv,9b0235060ab681af5255289e0800b5298142db03a56991074bbe76093aa47b38,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_actor_type_nodes.csv,39a6d9634dfab30c4fe2f0952f5271537ce5a1110e8a5eeb31271435a7557560,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_community_mass_account_edges.csv,4792c2300119e6b770c02913c6a3f41ce0d95d4f5726ea8232bc0da2de4317a5,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_community_mass_account_edges_all_evidence.csv,ea332f0d5856266ea2b5650ab8c0dcdf090fc8cfd450efac709c6ac9b7e5d6f4,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_community_mass_account_edges_visual.csv,4792c2300119e6b770c02913c6a3f41ce0d95d4f5726ea8232bc0da2de4317a5,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_community_mass_account_nodes.csv,b6140b62c5d7407a406ea93ce2c902fa65c26b85302fa8d7123aeeaeedb31813,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_community_mass_account_nodes_visual.csv,7fad0e4916a1dfc6fd4d007e22306bf7551fe32925f648d5d87e108376ef644b,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_hcc_edges_actor_type.csv,5f41376b5f2a262fbf077f54b1914584824055934242f8c92efcae46dd0a2213,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_hcc_nodes_actor_type.csv,1136ced49660994613315b94ba289ca4e84eebe6e04fbafd3b843ade9b4ae2b9,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_lcn_edges_actor_type.csv,071298b8f0bd4d71069d743778a14a795742a94964f2d796b62dad02b51de743,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/gephi/gephi_lcn_nodes_actor_type.csv,6adf2d91b1f75e56402e85f669b29bc445cf0625640a887a992885abc12bda5d,FROZEN_RESEARCH_ARTIFACT,False
output/rm2_actor_type/tables/account_actor_type.csv,07a6de95a9913b99e8593dadb58d9ed075169c6ca8584ae12fe0826892667e60,FROZEN_RESEARCH_ARTIFACT,False
